Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100915,No Helmet,3050,Karnataka,2025-07-04,02:07,Bike,Black,1997,Karnataka,60,Male,Heavy Vehicle,9,Rainy,Under Construction,OFF1432,RTO,Suspended,4,Yes,Yes,Yellow,60,103,0.43,Negative,No,Yes,Online,Yes,4,Repeat Offender
VLT100916,Drunk Driving,4765,Uttar Pradesh,2025-07-05,12:01,Bus,Yellow,1997,Karnataka,67,Male,Commercial,6,Dust Storm,Slippery,OFF6620,Traffic Police,Suspended,3,Yes,No,Green,100,98,0.49,Positive,No,Yes,Cash,Yes,1,First Violation
VLT100917,Drunk Driving,4274,Karnataka,2025-07-06,20:05,Scooter,Black,1995,Maharashtra,24,Other,Commercial,8,Cloudy,Dry,OFF6098,RTO,Valid,2,No,Yes,Red,30,93,0.14,Not Conducted,Yes,No,Not Paid,No,2,First Violation
VLT100918,No Seatbelt,2905,Tamil Nadu,2025-07-07,08:19,Scooter,Yellow,2018,Delhi,32,Female,Two-Wheeler,0,Rainy,Slippery,OFF6657,Highway Patrol,Valid,3,No,N/A,Yellow,100,22,0.27,Positive,No,No,Card,No,0,
VLT100919,Overloading,3471,Tamil Nadu,2025-07-08,22:38,Bike,Silver,2007,Punjab,72,Other,Two-Wheeler,9,Dust Storm,Wet,OFF3432,Highway Patrol,Suspended,5,Yes,N/A,Red,80,80,0.19,Not Conducted,Yes,Yes,Cash,Yes,2,First Violation
VLT100920,Drunk Driving,278,Maharashtra,2025-07-09,14:14,Bike,Black,2005,Delhi,30,Female,Heavy Vehicle,5,Rainy,Potholes,OFF1124,Highway Patrol,Expired,2,Yes,N/A,Red,60,98,0.15,Negative,No,Yes,Cash,Yes,1,First Violation
VLT100921,Using Mobile Phone,3567,Maharashtra,2025-07-10,18:16,Car,Grey,2007,Delhi,26,Other,Four-Wheeler,1,Clear,Slippery,OFF8494,Traffic Police,Suspended,5,N/A,Yes,Green,80,114,0.31,Positive,Yes,No,Not Paid,No,5,Fine Paid On Spot
VLT100922,Drunk Driving,4394,West Bengal,2025-07-11,06:13,Car,White,2014,Maharashtra,33,Male,Heavy Vehicle,1,Foggy,Potholes,OFF5185,Traffic Police,Suspended,3,N/A,N/A,Yellow,40,96,0.36,Not Conducted,No,Yes,Online,Yes,2,Repeat Offender
VLT100923,Drunk Driving,3911,Punjab,2025-07-12,13:51,Scooter,Red,2004,Gujarat,47,Other,Two-Wheeler,2,Rainy,Wet,OFF7947,Traffic Police,Expired,1,N/A,No,Green,50,42,0.35,Not Conducted,No,Yes,Not Paid,Yes,1,Fine Paid On Spot
VLT100924,Using Mobile Phone,725,Uttar Pradesh,2025-07-13,17:45,Truck,Grey,2009,West Bengal,38,Other,Four-Wheeler,2,Rainy,Slippery,OFF1163,Highway Patrol,Suspended,5,No,N/A,Yellow,50,41,0.24,Positive,No,Yes,Online,Yes,1,
VLT100925,Overloading,381,Delhi,2025-07-14,04:16,Auto Rickshaw,White,2017,Gujarat,36,Female,Learner,2,Foggy,Slippery,OFF5742,Highway Patrol,Suspended,3,N/A,No,Red,100,46,0.07,Not Conducted,No,No,Online,No,2,First Violation
VLT100926,No Helmet,4279,Karnataka,2025-07-15,14:53,Auto Rickshaw,Black,2000,Gujarat,33,Other,Four-Wheeler,4,Dust Storm,Under Construction,OFF7455,RTO,Expired,5,No,No,Green,50,72,0.16,Positive,No,No,Online,No,2,Fine Paid On Spot
VLT100927,Signal Jumping,968,Punjab,2025-07-16,11:49,Bike,Black,1999,Punjab,75,Male,Two-Wheeler,1,Foggy,Dry,OFF1073,Traffic Police,Valid,3,N/A,No,Red,40,50,0.15,Negative,No,No,Not Paid,No,5,Repeat Offender
VLT100928,Wrong Parking,3307,Uttar Pradesh,2025-07-17,11:57,Truck,Green,2009,West Bengal,68,Other,Heavy Vehicle,5,Dust Storm,Slippery,OFF2896,Highway Patrol,Suspended,1,Yes,Yes,Red,50,40,0.27,Positive,Yes,Yes,Cash,No,2,Repeat Offender
VLT100929,Signal Jumping,364,Delhi,2025-07-18,20:35,Truck,Green,2016,Punjab,47,Other,Four-Wheeler,0,Cloudy,Wet,OFF5490,Local Police,Valid,4,Yes,Yes,Green,80,55,0.27,Negative,Yes,Yes,Not Paid,Yes,3,First Violation
VLT100930,Driving Without License,1851,West Bengal,2025-07-19,17:30,Bus,Green,2008,Punjab,47,Male,Commercial,9,Rainy,Slippery,OFF9969,Local Police,Suspended,4,N/A,N/A,Yellow,80,59,0.33,Positive,Yes,Yes,Not Paid,No,5,Repeat Offender
VLT100931,No Seatbelt,4174,Uttar Pradesh,2025-07-20,19:32,Scooter,Yellow,2011,Uttar Pradesh,29,Other,Commercial,1,Rainy,Dry,OFF1443,Highway Patrol,Valid,3,N/A,No,Green,40,110,0.46,Negative,Yes,No,Not Paid,No,3,Fine Paid On Spot
VLT100932,Using Mobile Phone,1399,Tamil Nadu,2025-07-21,01:37,Car,Black,1995,Tamil Nadu,75,Female,Commercial,1,Clear,Wet,OFF9021,Traffic Police,Expired,5,N/A,N/A,Yellow,30,92,0.5,Not Conducted,Yes,Yes,Not Paid,No,0,
VLT100933,Signal Jumping,3342,West Bengal,2025-07-22,13:36,Bus,Grey,2017,Gujarat,44,Female,Two-Wheeler,4,Cloudy,Wet,OFF3776,Traffic Police,Valid,5,N/A,Yes,Yellow,60,42,0.04,Not Conducted,No,No,Card,No,1,
VLT100934,Signal Jumping,694,West Bengal,2025-07-23,23:55,Scooter,Grey,1995,West Bengal,26,Other,Learner,5,Foggy,Under Construction,OFF9200,Traffic Police,Suspended,5,No,N/A,Yellow,80,64,0.04,Not Conducted,Yes,Yes,Card,Yes,5,First Violation
VLT100935,Signal Jumping,3431,Delhi,2025-07-24,03:02,Auto Rickshaw,Silver,1995,Tamil Nadu,32,Male,Learner,1,Cloudy,Slippery,OFF6700,Local Police,Expired,1,N/A,Yes,Green,30,40,0.26,Negative,Yes,No,Card,No,2,
VLT100936,Drunk Driving,255,Karnataka,2025-07-25,10:35,Auto Rickshaw,Black,2006,Tamil Nadu,23,Female,Commercial,9,Dust Storm,Under Construction,OFF9571,Local Police,Suspended,3,No,No,Yellow,60,44,0.5,Negative,Yes,No,Not Paid,No,3,Repeat Offender
VLT100937,Signal Jumping,2730,West Bengal,2025-07-26,20:27,Truck,Grey,2015,Karnataka,37,Male,Heavy Vehicle,9,Cloudy,Wet,OFF5855,Traffic Police,Valid,5,No,Yes,Yellow,30,72,0.41,Not Conducted,No,No,Online,No,1,Repeat Offender
VLT100938,No Seatbelt,401,Gujarat,2025-07-27,15:22,Bus,Yellow,1998,Maharashtra,29,Female,Heavy Vehicle,0,Cloudy,Dry,OFF7118,RTO,Suspended,3,No,No,Yellow,30,103,0.45,Negative,Yes,Yes,Online,No,4,Fine Paid On Spot
VLT100939,Using Mobile Phone,4675,Tamil Nadu,2025-07-28,08:02,Car,Green,2008,Maharashtra,33,Male,Learner,2,Cloudy,Dry,OFF6346,RTO,Suspended,3,Yes,Yes,Yellow,40,59,0.49,Not Conducted,Yes,No,Cash,No,4,Fine Paid On Spot
VLT100940,Using Mobile Phone,130,Karnataka,2025-07-29,09:52,Truck,Yellow,1996,Uttar Pradesh,70,Other,Learner,4,Cloudy,Slippery,OFF3600,RTO,Valid,2,No,Yes,Yellow,40,93,0.3,Negative,Yes,No,Online,Yes,2,Repeat Offender
VLT100941,Over-speeding,876,Karnataka,2025-07-30,17:17,Bike,Green,2007,Tamil Nadu,64,Male,Commercial,4,Dust Storm,Under Construction,OFF3674,Highway Patrol,Expired,5,N/A,No,Red,50,116,0.24,Not Conducted,Yes,No,Cash,Yes,0,Fine Paid On Spot
VLT100942,Overloading,2221,Karnataka,2025-07-31,10:12,Scooter,White,2007,Gujarat,53,Female,Learner,8,Rainy,Wet,OFF8209,RTO,Suspended,2,Yes,No,Red,100,73,0.19,Positive,Yes,Yes,Card,No,5,Fine Paid On Spot
VLT100943,Signal Jumping,3695,Tamil Nadu,2025-08-01,14:07,Auto Rickshaw,Black,2016,Punjab,70,Female,Commercial,1,Dust Storm,Under Construction,OFF4069,Local Police,Expired,1,Yes,N/A,Yellow,80,72,0.28,Positive,No,No,Cash,Yes,1,
VLT100944,Drunk Driving,4736,Uttar Pradesh,2025-08-02,10:24,Truck,Grey,2013,Tamil Nadu,27,Other,Heavy Vehicle,5,Cloudy,Slippery,OFF9932,RTO,Suspended,4,No,No,Red,100,57,0.42,Negative,No,Yes,Cash,No,4,First Violation
VLT100945,Over-speeding,2692,Karnataka,2025-08-03,20:16,Bus,Silver,2003,Punjab,62,Male,Four-Wheeler,6,Dust Storm,Wet,OFF7406,Local Police,Expired,1,No,Yes,Red,100,55,0.12,Not Conducted,Yes,No,Online,No,5,Repeat Offender
VLT100946,Signal Jumping,4840,West Bengal,2025-08-04,01:51,Bus,Red,2012,Delhi,22,Female,Two-Wheeler,3,Clear,Under Construction,OFF9475,Traffic Police,Expired,1,Yes,N/A,Red,60,89,0.33,Negative,Yes,No,Cash,Yes,2,Repeat Offender
VLT100947,Using Mobile Phone,3724,Tamil Nadu,2025-08-05,00:09,Bus,Yellow,2010,Punjab,47,Other,Two-Wheeler,6,Clear,Slippery,OFF7035,RTO,Suspended,4,No,Yes,Red,60,89,0.49,Not Conducted,Yes,No,Cash,No,0,First Violation
VLT100948,Using Mobile Phone,1862,Uttar Pradesh,2025-08-06,10:00,Bike,Grey,2023,Delhi,49,Male,Learner,6,Cloudy,Slippery,OFF8376,Highway Patrol,Valid,4,Yes,Yes,Yellow,40,73,0.39,Positive,No,Yes,Not Paid,Yes,1,First Violation
VLT100949,Wrong Parking,4217,Maharashtra,2025-08-07,07:22,Car,Black,2019,Tamil Nadu,60,Male,Learner,8,Rainy,Under Construction,OFF8276,RTO,Suspended,5,N/A,Yes,Yellow,80,23,0.18,Negative,No,No,Online,No,1,Fine Paid On Spot
VLT100950,Over-speeding,4200,Maharashtra,2025-08-08,20:11,Truck,Green,2009,Maharashtra,28,Other,Two-Wheeler,4,Cloudy,Wet,OFF4694,RTO,Valid,2,No,N/A,Red,50,90,0.23,Not Conducted,Yes,No,Card,No,1,Repeat Offender
VLT100951,No Seatbelt,3420,Delhi,2025-08-09,18:43,Truck,White,2002,Uttar Pradesh,38,Male,Commercial,5,Foggy,Dry,OFF4528,RTO,Suspended,2,N/A,No,Green,60,63,0.18,Not Conducted,Yes,No,Cash,Yes,2,Fine Paid On Spot
VLT100952,Wrong Parking,1644,West Bengal,2025-08-10,15:46,Scooter,Red,2008,Maharashtra,27,Male,Heavy Vehicle,1,Clear,Slippery,OFF9660,RTO,Expired,1,No,No,Yellow,80,29,0.21,Negative,No,No,Online,No,1,Fine Paid On Spot
VLT100953,Overloading,4254,Gujarat,2025-08-11,12:30,Bus,Silver,2010,Delhi,56,Male,Two-Wheeler,10,Dust Storm,Dry,OFF3828,RTO,Suspended,5,N/A,N/A,Red,80,101,0.2,Negative,Yes,Yes,Card,Yes,2,Repeat Offender
VLT100954,Signal Jumping,2398,Delhi,2025-08-12,21:30,Bus,Black,1996,Uttar Pradesh,51,Male,Two-Wheeler,2,Rainy,Under Construction,OFF1603,Local Police,Suspended,2,Yes,Yes,Red,50,110,0.36,Not Conducted,Yes,No,Online,No,1,Fine Paid On Spot
VLT100955,Wrong Parking,1828,Punjab,2025-08-13,16:18,Bus,Blue,2001,Gujarat,59,Male,Learner,1,Clear,Dry,OFF3452,Local Police,Suspended,4,No,No,Green,50,89,0.09,Not Conducted,Yes,Yes,Not Paid,Yes,3,First Violation
VLT100956,No Seatbelt,4633,Delhi,2025-08-14,11:27,Auto Rickshaw,Yellow,1997,Karnataka,41,Male,Heavy Vehicle,8,Cloudy,Under Construction,OFF2250,Traffic Police,Valid,4,Yes,Yes,Red,40,114,0.11,Not Conducted,No,Yes,Cash,Yes,5,First Violation
VLT100957,Over-speeding,3425,Tamil Nadu,2025-08-15,14:44,Truck,Grey,1999,Delhi,49,Other,Commercial,3,Dust Storm,Under Construction,OFF5570,Local Police,Valid,5,Yes,Yes,Red,50,78,0.33,Positive,Yes,No,Not Paid,Yes,4,
VLT100958,Signal Jumping,3530,Tamil Nadu,2025-08-16,00:59,Scooter,Green,1996,Tamil Nadu,31,Male,Commercial,7,Cloudy,Dry,OFF1536,Local Police,Suspended,4,N/A,Yes,Red,40,43,0.05,Positive,No,Yes,Online,No,0,First Violation
VLT100959,Using Mobile Phone,1959,Uttar Pradesh,2025-08-17,07:11,Car,Blue,1998,Karnataka,20,Female,Four-Wheeler,6,Cloudy,Slippery,OFF5210,Local Police,Expired,1,No,Yes,Green,100,53,0.37,Not Conducted,No,Yes,Card,Yes,2,
VLT100960,Overloading,956,West Bengal,2025-08-18,00:13,Scooter,Blue,2017,Tamil Nadu,60,Other,Four-Wheeler,2,Clear,Under Construction,OFF5053,RTO,Suspended,5,N/A,No,Red,30,50,0.5,Not Conducted,No,Yes,Not Paid,No,2,Repeat Offender
VLT100961,No Seatbelt,2612,Delhi,2025-08-19,15:18,Scooter,White,2006,Gujarat,52,Female,Heavy Vehicle,0,Rainy,Slippery,OFF5975,RTO,Suspended,5,No,N/A,Red,60,71,0.39,Positive,Yes,No,Cash,No,2,Repeat Offender
VLT100962,Driving Without License,4369,Maharashtra,2025-08-20,01:19,Car,Black,2010,West Bengal,66,Other,Commercial,7,Dust Storm,Slippery,OFF9618,Traffic Police,Valid,5,No,Yes,Green,100,23,0.13,Positive,No,Yes,Not Paid,No,5,Fine Paid On Spot
VLT100963,Signal Jumping,434,Maharashtra,2025-08-21,17:12,Scooter,Black,2010,West Bengal,72,Male,Commercial,9,Clear,Wet,OFF6576,Traffic Police,Expired,4,Yes,N/A,Yellow,60,120,0.26,Not Conducted,Yes,No,Not Paid,No,5,
VLT100964,No Seatbelt,745,Maharashtra,2025-08-22,12:14,Truck,Green,2012,Karnataka,26,Male,Four-Wheeler,1,Cloudy,Slippery,OFF8849,Traffic Police,Suspended,1,No,N/A,Green,30,78,0.31,Not Conducted,Yes,No,Card,No,2,
VLT100965,Over-speeding,4847,Punjab,2025-08-23,19:44,Truck,Silver,1999,Karnataka,22,Female,Heavy Vehicle,10,Dust Storm,Under Construction,OFF4394,Traffic Police,Valid,2,No,No,Red,100,82,0.35,Negative,No,No,Card,No,2,Fine Paid On Spot
VLT100966,Overloading,731,Maharashtra,2025-08-24,13:08,Scooter,Blue,2023,Punjab,71,Female,Heavy Vehicle,1,Cloudy,Under Construction,OFF3449,RTO,Suspended,5,N/A,No,Yellow,50,43,0.46,Positive,No,Yes,Not Paid,Yes,4,
VLT100967,No Helmet,1778,Maharashtra,2025-08-25,11:22,Car,Black,2003,West Bengal,23,Male,Heavy Vehicle,1,Foggy,Potholes,OFF4757,RTO,Expired,5,N/A,No,Green,40,48,0.44,Positive,No,Yes,Cash,Yes,2,First Violation
VLT100968,No Seatbelt,3709,Punjab,2025-08-26,06:39,Car,Black,2012,Uttar Pradesh,59,Female,Learner,0,Cloudy,Slippery,OFF3328,RTO,Suspended,4,N/A,No,Red,60,31,0.03,Negative,Yes,No,Cash,No,2,Repeat Offender
VLT100969,Driving Without License,4461,Punjab,2025-08-27,05:55,Truck,Yellow,1996,West Bengal,35,Female,Heavy Vehicle,1,Dust Storm,Wet,OFF8752,Traffic Police,Expired,5,Yes,N/A,Green,60,71,0.08,Negative,Yes,Yes,Card,Yes,4,
VLT100970,Over-speeding,4432,Tamil Nadu,2025-08-28,03:47,Car,Black,2015,Gujarat,60,Other,Commercial,5,Rainy,Potholes,OFF7253,Local Police,Suspended,3,N/A,No,Green,50,71,0.46,Positive,Yes,Yes,Not Paid,Yes,3,Fine Paid On Spot
VLT100971,No Helmet,2536,Gujarat,2025-08-29,19:18,Auto Rickshaw,Green,2023,Karnataka,22,Male,Commercial,5,Rainy,Dry,OFF3178,Highway Patrol,Valid,5,No,N/A,Yellow,100,44,0.38,Negative,No,No,Cash,Yes,2,
VLT100972,Using Mobile Phone,898,Punjab,2025-08-30,20:03,Auto Rickshaw,Red,2021,West Bengal,43,Female,Heavy Vehicle,5,Dust Storm,Dry,OFF9398,Local Police,Valid,2,N/A,No,Red,80,69,0.24,Positive,Yes,No,Not Paid,Yes,1,Fine Paid On Spot
VLT100973,Drunk Driving,4270,Tamil Nadu,2025-08-31,19:47,Truck,White,2001,Uttar Pradesh,69,Female,Commercial,6,Clear,Slippery,OFF3189,RTO,Expired,3,No,N/A,Green,80,55,0.33,Negative,Yes,No,Online,No,1,First Violation
VLT100974,Wrong Parking,3946,Uttar Pradesh,2025-09-01,01:28,Bike,White,2018,West Bengal,49,Other,Four-Wheeler,7,Clear,Wet,OFF3995,Highway Patrol,Valid,5,Yes,No,Yellow,80,87,0.25,Not Conducted,Yes,No,Online,Yes,5,Fine Paid On Spot
VLT100975,Driving Without License,3310,Maharashtra,2025-09-02,17:52,Bike,White,2000,Uttar Pradesh,27,Male,Two-Wheeler,9,Dust Storm,Dry,OFF8514,Traffic Police,Suspended,2,Yes,N/A,Red,30,79,0.06,Positive,Yes,Yes,Online,No,2,Fine Paid On Spot
VLT100976,Overloading,2715,Karnataka,2025-09-03,07:41,Truck,Silver,1997,Gujarat,75,Other,Learner,9,Cloudy,Under Construction,OFF2167,Traffic Police,Valid,1,N/A,No,Green,80,95,0.5,Not Conducted,Yes,No,Cash,Yes,1,First Violation
VLT100977,Drunk Driving,4923,Maharashtra,2025-09-04,21:42,Car,Blue,2011,Uttar Pradesh,30,Other,Learner,7,Clear,Potholes,OFF6599,Local Police,Valid,2,N/A,Yes,Green,30,99,0.17,Negative,Yes,No,Cash,No,3,Fine Paid On Spot
VLT100978,Driving Without License,581,Tamil Nadu,2025-09-05,06:52,Bike,Grey,2013,Punjab,37,Female,Heavy Vehicle,10,Foggy,Dry,OFF5506,Highway Patrol,Suspended,5,N/A,No,Yellow,60,99,0.27,Negative,No,Yes,Not Paid,Yes,0,
VLT100979,No Seatbelt,4992,Tamil Nadu,2025-09-06,11:52,Truck,Yellow,2021,Maharashtra,61,Male,Two-Wheeler,5,Rainy,Dry,OFF6481,Highway Patrol,Suspended,5,N/A,No,Green,80,114,0.06,Positive,Yes,No,Card,No,3,First Violation
VLT100980,Drunk Driving,1201,Tamil Nadu,2025-09-07,09:54,Scooter,White,2001,Delhi,49,Female,Commercial,3,Dust Storm,Wet,OFF4598,Local Police,Suspended,3,N/A,No,Red,40,73,0.46,Not Conducted,Yes,Yes,Not Paid,Yes,0,First Violation
VLT100981,Drunk Driving,1029,West Bengal,2025-09-08,00:18,Auto Rickshaw,Blue,2022,Karnataka,69,Female,Four-Wheeler,2,Cloudy,Slippery,OFF9022,RTO,Suspended,3,N/A,Yes,Red,50,62,0.03,Negative,No,Yes,Online,Yes,0,First Violation
VLT100982,No Helmet,3613,Karnataka,2025-09-09,05:29,Car,Yellow,2013,Punjab,39,Male,Four-Wheeler,0,Clear,Potholes,OFF1992,Traffic Police,Valid,3,Yes,No,Yellow,50,30,0.05,Not Conducted,No,No,Online,No,2,Fine Paid On Spot
VLT100983,Signal Jumping,4641,Karnataka,2025-09-10,08:34,Scooter,Black,2016,Uttar Pradesh,70,Other,Four-Wheeler,2,Clear,Potholes,OFF8876,Highway Patrol,Expired,2,No,No,Green,40,82,0.06,Not Conducted,No,No,Not Paid,Yes,1,
VLT100984,Signal Jumping,2423,West Bengal,2025-09-11,10:50,Bike,Silver,2004,Maharashtra,50,Male,Two-Wheeler,2,Foggy,Dry,OFF4897,Highway Patrol,Suspended,2,Yes,Yes,Red,80,31,0.21,Not Conducted,No,No,Card,No,0,Fine Paid On Spot
VLT100985,No Seatbelt,4684,Delhi,2025-09-12,05:51,Auto Rickshaw,White,2022,Punjab,40,Male,Four-Wheeler,2,Cloudy,Dry,OFF5107,Local Police,Valid,3,No,Yes,Green,100,59,0.03,Not Conducted,No,Yes,Not Paid,No,2,First Violation
VLT100986,No Seatbelt,4012,West Bengal,2025-09-13,21:55,Scooter,Red,2006,Delhi,19,Male,Four-Wheeler,8,Cloudy,Under Construction,OFF4995,Traffic Police,Valid,5,No,No,Green,50,100,0.37,Negative,No,Yes,Card,No,0,Fine Paid On Spot
VLT100987,Wrong Parking,3311,Uttar Pradesh,2025-09-14,04:53,Car,Yellow,2012,Uttar Pradesh,30,Other,Commercial,2,Foggy,Slippery,OFF7681,Local Police,Valid,5,N/A,Yes,Red,40,78,0.28,Not Conducted,No,No,Not Paid,Yes,3,Repeat Offender
VLT100988,Signal Jumping,1577,Punjab,2025-09-15,04:49,Auto Rickshaw,Grey,2003,Delhi,36,Male,Learner,0,Rainy,Slippery,OFF2980,Highway Patrol,Valid,3,Yes,N/A,Yellow,40,89,0.45,Not Conducted,No,Yes,Not Paid,No,3,First Violation
VLT100989,Signal Jumping,4699,Punjab,2025-09-16,14:14,Scooter,Silver,2001,Karnataka,56,Other,Two-Wheeler,6,Dust Storm,Potholes,OFF9601,Traffic Police,Expired,2,No,N/A,Green,50,81,0.42,Not Conducted,Yes,Yes,Cash,Yes,2,
VLT100990,Using Mobile Phone,412,Maharashtra,2025-09-17,06:05,Truck,Grey,2017,Uttar Pradesh,54,Male,Four-Wheeler,4,Rainy,Slippery,OFF9723,Traffic Police,Valid,3,Yes,Yes,Yellow,60,32,0.42,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT100991,Driving Without License,1005,Gujarat,2025-09-18,11:36,Bus,Red,2003,Punjab,75,Female,Learner,7,Rainy,Potholes,OFF7180,Traffic Police,Suspended,4,N/A,No,Green,100,105,0.28,Negative,No,Yes,Cash,No,2,Fine Paid On Spot
VLT100992,Driving Without License,2103,Uttar Pradesh,2025-09-19,08:00,Car,Blue,2011,Karnataka,53,Other,Learner,2,Clear,Slippery,OFF1770,Local Police,Valid,5,Yes,No,Yellow,100,44,0.46,Not Conducted,Yes,Yes,Cash,Yes,4,Fine Paid On Spot
VLT100993,Signal Jumping,1216,Maharashtra,2025-09-20,09:54,Scooter,Silver,1995,Maharashtra,34,Other,Learner,2,Rainy,Under Construction,OFF4386,Local Police,Expired,1,No,N/A,Green,80,47,0.36,Positive,No,No,Cash,No,4,
VLT100994,Overloading,514,Karnataka,2025-09-21,19:44,Bike,Silver,2016,Karnataka,41,Female,Two-Wheeler,7,Foggy,Under Construction,OFF1668,Traffic Police,Valid,3,Yes,N/A,Green,100,83,0.04,Positive,Yes,Yes,Online,No,3,First Violation
VLT100995,Using Mobile Phone,544,Punjab,2025-09-22,07:27,Truck,Silver,1995,Uttar Pradesh,68,Other,Heavy Vehicle,2,Cloudy,Under Construction,OFF4526,RTO,Expired,4,N/A,No,Red,50,35,0.46,Negative,Yes,No,Online,Yes,1,Repeat Offender
VLT100996,Overloading,3622,Tamil Nadu,2025-09-23,07:22,Truck,Yellow,2015,Maharashtra,68,Male,Heavy Vehicle,2,Rainy,Wet,OFF9362,Traffic Police,Expired,3,Yes,Yes,Green,30,35,0.28,Negative,Yes,Yes,Card,No,5,Repeat Offender
VLT100997,No Helmet,139,Gujarat,2025-09-24,08:55,Scooter,Blue,2008,West Bengal,38,Female,Learner,2,Dust Storm,Slippery,OFF4874,Local Police,Expired,3,Yes,Yes,Red,30,61,0.32,Positive,No,No,Online,Yes,5,Fine Paid On Spot
VLT100998,Overloading,2018,Punjab,2025-09-25,05:11,Auto Rickshaw,Black,2010,Tamil Nadu,55,Male,Two-Wheeler,7,Foggy,Dry,OFF9415,Highway Patrol,Expired,5,No,No,Red,60,56,0.38,Positive,No,Yes,Not Paid,No,5,
VLT100999,Overloading,4393,Karnataka,2025-09-26,12:23,Car,Red,2008,Delhi,75,Male,Two-Wheeler,6,Cloudy,Potholes,OFF9580,Traffic Police,Suspended,4,N/A,No,Green,100,72,0.39,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT101000,Using Mobile Phone,1698,Maharashtra,2025-09-27,16:04,Bike,White,2019,Tamil Nadu,56,Other,Heavy Vehicle,4,Clear,Wet,OFF1496,RTO,Suspended,3,No,No,Yellow,80,97,0.47,Negative,No,Yes,Cash,Yes,5,Fine Paid On Spot
VLT101001,Signal Jumping,4432,Uttar Pradesh,2025-09-28,09:22,Bus,Black,1997,Delhi,48,Female,Two-Wheeler,0,Rainy,Under Construction,OFF1479,Traffic Police,Expired,2,No,Yes,Red,30,80,0.29,Negative,Yes,Yes,Online,No,0,Repeat Offender
VLT101002,No Helmet,783,West Bengal,2025-09-29,07:15,Bus,Yellow,2009,Tamil Nadu,44,Other,Learner,1,Cloudy,Wet,OFF5580,Highway Patrol,Expired,2,N/A,N/A,Yellow,80,115,0.47,Negative,No,Yes,Online,Yes,1,Repeat Offender
VLT101003,Over-speeding,3042,Maharashtra,2025-09-30,22:52,Scooter,Silver,2012,West Bengal,25,Other,Commercial,3,Foggy,Under Construction,OFF8900,Traffic Police,Valid,3,No,Yes,Red,40,68,0.25,Positive,No,Yes,Online,No,5,Repeat Offender
VLT101004,Wrong Parking,954,Delhi,2025-10-01,01:27,Bike,Black,2010,Tamil Nadu,66,Male,Two-Wheeler,2,Rainy,Wet,OFF3932,RTO,Valid,4,Yes,N/A,Red,80,69,0.11,Positive,No,Yes,Online,No,1,First Violation
VLT101005,Wrong Parking,4179,Delhi,2025-10-02,21:57,Bike,Yellow,2008,Punjab,53,Female,Four-Wheeler,4,Clear,Under Construction,OFF2068,RTO,Valid,2,N/A,Yes,Green,40,31,0.29,Positive,Yes,No,Card,Yes,3,Fine Paid On Spot
VLT101006,No Helmet,1025,West Bengal,2025-10-03,23:17,Scooter,Silver,2018,Maharashtra,64,Other,Learner,4,Rainy,Under Construction,OFF3226,Traffic Police,Valid,1,Yes,N/A,Green,50,27,0.11,Negative,No,No,Cash,Yes,5,Fine Paid On Spot
VLT101007,Over-speeding,598,Karnataka,2025-10-04,21:35,Scooter,Yellow,2008,Karnataka,67,Male,Commercial,6,Dust Storm,Slippery,OFF7637,RTO,Expired,1,Yes,No,Red,40,24,0.48,Positive,No,No,Card,No,2,Fine Paid On Spot
VLT101008,Overloading,1373,Tamil Nadu,2025-10-05,03:41,Scooter,Black,2007,Maharashtra,69,Male,Learner,4,Rainy,Potholes,OFF9663,Local Police,Suspended,4,N/A,Yes,Green,50,102,0.16,Positive,Yes,No,Cash,No,3,Repeat Offender
VLT101009,Driving Without License,3274,Punjab,2025-10-06,14:08,Bike,Grey,1999,Punjab,26,Female,Two-Wheeler,3,Cloudy,Under Construction,OFF6123,Traffic Police,Expired,2,Yes,N/A,Green,100,97,0.33,Not Conducted,Yes,Yes,Not Paid,Yes,0,First Violation
VLT101010,No Helmet,990,Gujarat,2025-10-07,13:40,Scooter,Red,2007,Tamil Nadu,66,Male,Commercial,3,Cloudy,Wet,OFF9425,Highway Patrol,Expired,4,N/A,Yes,Yellow,50,102,0.41,Negative,Yes,Yes,Card,Yes,5,
VLT101011,No Helmet,3330,West Bengal,2025-10-08,19:06,Auto Rickshaw,Blue,2022,Tamil Nadu,35,Other,Four-Wheeler,10,Dust Storm,Wet,OFF8989,RTO,Expired,4,No,No,Yellow,50,71,0.4,Not Conducted,Yes,No,Card,No,3,
